team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
PHI,2021,PHI,PHI,Team Level,4on5,82,0.13,0.13,0.15,21917.0,62.67,6.09,3.33,8.77,1.95,20.43,44.43,6.03,6.09,6.03,70.0,15.0,8.0,93.0,6.0,1.0,1.0,1.0,0.0,9.0,68.0,64.0,79.0,7.0,14.0,198.0,50.0,48.0,45.0,60.0,18.0,7.0,1.7,2.31,2.07,0.0,4.0,2.0,93.0,85.0,85.0,43.0,0.76,0.17,0.17,6.68,6.68,6.67,345.97,39.97,32.14,71.34,11.34,208.58,108.63,38.3,39.97,38.3,359.0,113.0,153.0,625.0,51.0,35.0,6.0,74.0,15.0,167.0,130.0,308.0,421.0,12.0,22.0,217.0,17.0,20.0,61.0,325.0,97.0,50.0,8.8,11.42,19.75,10.0,14.0,27.0,625.0,472.0,472.0,2.0,8.22,7.07,7.07,41.13,41.13,39.85
PHI,2021,PHI,PHI,Team Level,5on4,82,0.83,0.85,0.83,23216.0,331.49,34.24,31.59,72.05,11.38,205.37,106.38,32.63,34.24,32.63,333.0,128.0,140.0,601.0,25.0,39.0,3.0,84.0,7.0,166.0,140.0,308.0,436.0,10.0,20.0,234.0,20.0,14.0,45.0,340.0,82.0,39.0,7.41,10.0,16.83,1.0,9.0,15.0,601.0,461.0,461.0,7.0,8.06,6.44,6.44,35.85,35.85,34.47,71.88,7.17,3.76,9.94,2.28,22.4,51.45,7.04,7.17,7.04,82.0,15.0,13.0,110.0,8.0,3.0,1.0,9.0,3.0,13.0,61.0,74.0,89.0,8.0,16.0,181.0,68.0,50.0,45.0,68.0,20.0,9.0,1.89,2.4,2.88,4.0,2.0,2.0,110.0,97.0,97.0,40.0,0.87,0.63,0.63,7.42,7.42,7.36
DET,2021,DET,DET,Team Level,other,82,0.4,0.5,0.5,10862.0,157.19,32.61,11.4,28.58,5.16,84.35,53.9,30.15,32.61,30.15,157.0,59.0,61.0,277.0,33.0,7.0,1.0,32.0,3.0,85.0,56.0,124.0,183.0,6.0,12.0,141.0,31.0,23.0,20.0,116.0,58.0,42.0,4.14,7.14,21.34,4.0,8.0,21.0,277.0,216.0,216.0,4.0,3.39,1.79,1.79,34.22,34.22,31.81,158.86,49.9,11.22,25.05,5.03,78.32,49.48,45.18,49.9,45.18,163.0,56.0,62.0,281.0,46.0,15.0,2.0,33.0,10.0,62.0,53.0,117.0,173.0,2.0,4.0,151.0,36.0,19.0,29.0,90.0,56.0,73.0,3.89,7.41,38.6,2.0,9.0,35.0,281.0,219.0,219.0,19.0,3.46,6.45,6.45,46.91,46.91,43.96
DET,2021,DET,DET,Team Level,all,82,0.45,0.47,0.46,298925.0,2332.61,232.64,164.98,522.44,74.98,1265.99,932.96,222.76,232.08,222.19,2415.0,779.0,1006.0,4200.0,227.0,190.0,32.0,480.0,72.0,1019.0,1206.0,2188.0,2967.0,283.0,641.0,2247.0,1599.0,462.0,629.0,2272.0,673.0,249.0,66.46,83.12,83.06,73.0,77.0,77.0,4159.56,3194.0,3176.32,346.0,36.6,44.02,44.02,225.23,224.6,218.58,2691.45,282.87,193.23,591.66,85.76,1495.03,1069.45,270.41,285.53,273.01,2762.0,956.0,1091.0,4809.0,310.0,172.0,32.0,603.0,77.0,1175.0,1381.0,2452.0,3408.0,287.0,645.0,2305.0,1564.0,425.0,556.0,2585.0,865.0,268.0,78.04,105.53,99.29,103.0,108.0,99.0,4902.66,3718.0,3767.97,317.0,42.61,38.67,39.57,285.9,288.53,279.85
DET,2021,DET,DET,Team Level,5on5,82,0.46,0.46,0.46,245798.0,1831.51,161.93,123.94,426.72,58.82,992.92,745.65,156.43,161.37,155.87,1907.0,603.0,819.0,3329.0,159.0,153.0,27.0,395.0,58.0,767.0,978.0,1748.0,2351.0,254.0,581.0,1758.0,1479.0,375.0,529.0,1849.0,501.0,160.0,54.33,62.27,45.35,61.0,59.0,39.0,3288.56,2510.0,2492.32,314.0,25.7,35.91,35.91,151.73,151.11,148.86,2164.64,188.36,149.22,496.35,68.98,1212.48,879.6,182.97,191.03,185.57,2215.0,780.0,892.0,3887.0,203.0,135.0,25.0,499.0,60.0,947.0,1151.0,2012.0,2792.0,265.0,599.0,1754.0,1431.0,358.0,465.0,2165.0,686.0,144.0,64.75,83.54,40.07,81.0,81.0,41.0,3980.66,2995.0,3044.97,270.0,30.83,28.57,28.57,190.62,193.24,189.73
DET,2021,DET,DET,Team Level,4on5,82,0.14,0.15,0.16,20988.0,62.15,6.15,2.99,8.39,1.8,18.67,43.99,6.09,6.15,6.09,73.0,9.0,13.0,95.0,4.0,4.0,0.0,6.0,1.0,17.0,50.0,69.0,78.0,10.0,20.0,145.0,60.0,46.0,27.0,55.0,17.0,10.0,1.43,2.04,2.69,0.0,2.0,2.0,95.0,82.0,82.0,27.0,0.7,1.07,1.07,5.77,5.77,5.75,305.42,37.92,29.47,61.47,9.86,184.16,97.12,35.68,37.92,35.68,309.0,111.0,131.0,551.0,52.0,20.0,4.0,67.0,6.0,156.0,119.0,257.0,368.0,6.0,14.0,222.0,22.0,9.0,36.0,275.0,102.0,43.0,7.8,11.92,18.21,17.0,16.0,19.0,551.0,420.0,420.0,2.0,7.56,3.32,4.22,41.27,41.27,39.08
DET,2021,DET,DET,Team Level,5on4,82,0.83,0.85,0.82,21277.0,281.75,31.94,26.65,58.73,9.19,170.06,89.43,30.09,31.94,30.09,278.0,108.0,113.0,499.0,31.0,26.0,4.0,47.0,10.0,150.0,122.0,247.0,355.0,13.0,28.0,203.0,29.0,18.0,53.0,252.0,97.0,37.0,6.58,11.69,13.68,8.0,8.0,15.0,499.0,386.0,386.0,1.0,6.82,5.24,5.24,33.51,33.51,32.16,62.52,6.68,3.33,8.77,1.88,20.07,43.26,6.59,6.68,6.59,75.0,9.0,6.0,90.0,9.0,2.0,1.0,4.0,1.0,10.0,58.0,66.0,75.0,14.0,28.0,178.0,75.0,39.0,26.0,55.0,21.0,8.0,1.6,2.66,2.42,3.0,2.0,4.0,90.0,84.0,84.0,26.0,0.76,0.33,0.33,7.11,7.11,7.08
BUF,2021,BUF,BUF,Team Level,other,82,0.44,0.49,0.48,8441.0,115.98,23.87,8.16,21.2,3.8,64.14,41.96,21.29,23.87,21.29,119.0,46.0,43.0,208.0,20.0,8.0,1.0,26.0,5.0,60.0,46.0,99.0,145.0,7.0,12.0,101.0,24.0,24.0,21.0,100.0,32.0,33.0,3.22,3.72,16.92,4.0,3.0,13.0,208.0,165.0,165.0,11.0,2.3,2.82,2.82,23.22,23.22,20.96,131.59,30.9,8.87,23.67,4.39,66.21,44.97,29.23,30.9,29.23,134.0,45.0,40.0,219.0,32.0,14.0,1.0,17.0,4.0,59.0,53.0,102.0,147.0,3.0,6.0,120.0,26.0,18.0,21.0,92.0,44.0,43.0,3.78,5.38,21.74,6.0,5.0,21.0,219.0,179.0,179.0,8.0,2.58,4.61,4.61,28.86,28.86,27.99
BUF,2021,BUF,BUF,Team Level,all,82,0.45,0.48,0.47,298470.0,2327.73,210.04,159.56,528.34,75.21,1312.84,962.12,201.89,210.02,201.86,2451.0,827.0,959.0,4237.0,229.0,156.0,34.0,543.0,95.0,952.0,1303.0,2222.0,3049.0,247.0,553.0,2032.0,1246.0,508.0,620.0,2493.0,609.0,176.0,74.45,73.77,61.81,80.0,83.0,66.0,4200.02,3278.0,3263.76,320.0,34.78,31.45,31.45,211.27,211.04,205.55,2575.71,255.95,180.44,576.21,84.37,1442.55,1049.8,245.18,257.16,246.41,2703.0,934.0,897.0,4534.0,287.0,218.0,42.0,531.0,105.0,1102.0,1394.0,2416.0,3350.0,259.0,571.0,2386.0,1517.0,451.0,682.0,2681.0,705.0,251.0,82.64,85.79,87.53,97.0,95.0,95.0,4594.8,3637.0,3668.74,332.0,39.45,51.64,52.09,240.12,241.84,236.66
BUF,2021,BUF,BUF,Team Level,5on5,82,0.46,0.48,0.47,247313.0,1865.59,147.94,123.31,439.81,60.64,1047.77,783.9,143.7,147.92,143.66,1959.0,664.0,801.0,3424.0,158.0,118.0,21.0,448.0,81.0,734.0,1084.0,1801.0,2465.0,218.0,497.0,1594.0,1147.0,440.0,541.0,2030.0,496.0,97.0,61.09,60.61,26.24,62.0,70.0,26.0,3387.02,2623.0,2608.76,291.0,25.32,21.29,21.45,150.45,150.21,147.93,2054.59,176.12,138.15,479.44,67.03,1149.86,853.01,169.48,177.33,170.71,2160.0,741.0,738.0,3639.0,201.0,167.0,29.0,459.0,85.0,854.0,1135.0,1959.0,2700.0,237.0,527.0,1864.0,1416.0,369.0,584.0,2218.0,532.0,151.0,68.3,64.65,43.18,80.0,79.0,42.0,3699.8,2901.0,2932.74,288.0,28.51,37.27,37.72,164.43,166.16,163.19
BUF,2021,BUF,BUF,Team Level,4on5,82,0.11,0.13,0.14,20743.0,55.75,5.06,2.58,7.34,1.62,17.68,41.78,4.93,5.06,4.93,64.0,13.0,9.0,86.0,5.0,4.0,3.0,9.0,2.0,7.0,50.0,59.0,72.0,6.0,12.0,154.0,53.0,37.0,15.0,58.0,14.0,5.0,1.67,1.75,1.63,1.0,2.0,2.0,86.0,77.0,77.0,13.0,0.59,1.11,1.11,4.48,4.48,4.46,323.8,41.76,29.63,64.22,10.72,204.78,105.6,39.6,41.76,39.6,333.0,134.0,112.0,579.0,48.0,31.0,9.0,50.0,15.0,177.0,146.0,285.0,419.0,11.0,22.0,208.0,22.0,10.0,43.0,314.0,106.0,47.0,8.99,12.94,19.83,10.0,10.0,28.0,579.0,467.0,467.0,5.0,7.51,8.24,8.24,40.31,40.31,39.0
BUF,2021,BUF,BUF,Team Level,5on4,82,0.82,0.84,0.82,21973.0,290.41,33.16,25.5,59.99,9.15,183.24,94.48,31.98,33.16,31.98,309.0,104.0,106.0,519.0,46.0,26.0,9.0,60.0,7.0,151.0,123.0,263.0,367.0,16.0,32.0,183.0,22.0,7.0,43.0,305.0,67.0,41.0,8.46,7.68,17.02,13.0,8.0,25.0,519.0,413.0,413.0,5.0,6.57,6.24,6.08,33.13,33.13,32.21,65.74,7.17,3.8,8.87,2.23,21.69,46.22,6.87,7.17,6.87,76.0,14.0,7.0,97.0,6.0,6.0,3.0,5.0,1.0,12.0,60.0,70.0,84.0,8.0,16.0,194.0,53.0,54.0,34.0,57.0,23.0,10.0,1.58,2.82,2.78,1.0,1.0,4.0,97.0,90.0,90.0,31.0,0.86,1.52,1.52,6.52,6.52,6.49
SJS,2021,SJS,SJS,Team Level,other,82,0.39,0.48,0.46,9589.0,127.37,24.23,9.47,22.35,4.03,70.38,42.54,23.06,24.23,23.06,125.0,48.0,58.0,231.0,27.0,11.0,4.0,23.0,4.0,51.0,57.0,98.0,146.0,5.0,10.0,125.0,25.0,31.0,24.0,88.0,52.0,33.0,3.38,6.64,14.2,5.0,5.0,17.0,231.0,173.0,173.0,8.0,2.72,3.68,3.62,23.33,23.33,22.25,145.03,37.48,9.35,25.11,4.51,69.91,53.63,35.42,37.48,35.42,157.0,43.0,55.0,255.0,42.0,7.0,3.0,32.0,3.0,65.0,51.0,115.0,158.0,8.0,18.0,131.0,29.0,30.0,23.0,109.0,40.0,51.0,4.32,4.75,28.42,7.0,6.0,29.0,255.0,200.0,200.0,13.0,2.63,3.2,3.2,36.92,36.92,35.49
SJS,2021,SJS,SJS,Team Level,all,82,0.46,0.46,0.47,298539.0,2369.97,222.36,165.56,545.52,78.49,1323.5,968.57,214.46,222.35,214.39,2400.0,904.0,1041.0,4345.0,211.0,177.0,32.0,523.0,80.0,993.0,1320.0,2189.0,3093.0,283.0,663.0,2267.0,1980.0,736.0,710.0,2443.0,651.0,210.0,72.51,80.13,69.72,79.0,67.0,65.0,4321.3,3304.0,3289.79,418.0,36.39,40.26,40.26,218.51,217.86,212.92,2635.22,257.29,183.46,600.02,85.66,1474.44,1092.13,247.76,259.24,249.67,2622.0,1071.0,1369.0,5062.0,261.0,185.0,35.0,649.0,89.0,1183.0,1326.0,2361.0,3432.0,278.0,662.0,2303.0,1747.0,694.0,661.0,2699.0,758.0,236.0,78.89,92.31,86.09,82.0,94.0,85.0,5123.4,3693.0,3734.47,306.0,40.11,40.15,40.15,257.24,259.22,253.31
SJS,2021,SJS,SJS,Team Level,5on5,82,0.47,0.46,0.47,246009.0,1869.07,159.89,126.04,447.32,61.85,1040.01,771.88,154.85,159.88,154.78,1872.0,735.0,842.0,3449.0,142.0,130.0,21.0,426.0,64.0,784.0,1061.0,1730.0,2465.0,264.0,625.0,1748.0,1882.0,613.0,598.0,1962.0,513.0,132.0,58.84,63.24,37.82,62.0,53.0,27.0,3425.3,2607.0,2592.79,374.0,26.05,28.23,28.47,157.47,156.83,154.09,2108.48,178.84,141.14,500.17,68.57,1185.22,884.06,173.61,180.79,175.53,2082.0,876.0,1159.0,4117.0,179.0,153.0,29.0,541.0,67.0,931.0,1087.0,1903.0,2779.0,249.0,602.0,1803.0,1631.0,577.0,571.0,2219.0,597.0,142.0,64.92,72.43,41.5,70.0,72.0,37.0,4178.4,2958.0,2999.47,268.0,29.14,32.3,32.3,175.67,177.65,174.81
SJS,2021,SJS,SJS,Team Level,4on5,82,0.14,0.16,0.19,22004.0,74.17,5.53,3.56,10.64,2.25,24.48,55.55,5.42,5.53,5.42,91.0,11.0,8.0,110.0,4.0,1.0,0.0,4.0,3.0,18.0,72.0,87.0,98.0,6.0,12.0,172.0,51.0,65.0,35.0,82.0,15.0,5.0,2.26,1.91,1.36,2.0,2.0,0.0,110.0,102.0,102.0,28.0,0.81,0.35,0.35,5.99,5.99,5.95,312.64,34.67,29.41,65.86,10.67,197.72,104.68,32.45,34.67,32.45,308.0,135.0,140.0,583.0,30.0,25.0,3.0,65.0,17.0,172.0,134.0,278.0,413.0,18.0,36.0,230.0,23.0,24.0,41.0,307.0,97.0,39.0,7.77,11.86,15.04,5.0,7.0,18.0,583.0,443.0,443.0,2.0,7.53,4.66,4.66,37.54,37.54,35.94
SJS,2021,SJS,SJS,Team Level,5on4,82,0.84,0.84,0.82,20937.0,299.35,32.71,26.48,65.21,10.36,188.64,98.6,31.12,32.71,31.12,312.0,110.0,133.0,555.0,38.0,35.0,7.0,70.0,9.0,140.0,130.0,274.0,384.0,8.0,16.0,222.0,22.0,27.0,53.0,311.0,71.0,40.0,8.02,8.34,16.35,10.0,7.0,21.0,555.0,422.0,422.0,8.0,6.82,7.99,7.81,31.71,31.71,30.63,69.06,6.3,3.54,8.89,1.9,21.6,49.76,6.26,6.3,6.26,75.0,17.0,15.0,107.0,10.0,0.0,0.0,11.0,2.0,15.0,54.0,65.0,82.0,3.0,6.0,139.0,64.0,63.0,26.0,64.0,24.0,4.0,1.89,3.28,1.13,0.0,9.0,1.0,107.0,92.0,92.0,23.0,0.81,0.0,0.0,7.11,7.11,7.06
COL,2021,COL,COL,Team Level,other,82,0.53,0.49,0.48,12764.0,169.88,42.36,12.14,30.37,5.76,85.62,55.74,40.21,42.36,40.21,174.0,58.0,79.0,311.0,45.0,14.0,1.0,36.0,12.0,64.0,61.0,129.0,187.0,8.0,16.0,166.0,37.0,40.0,25.0,116.0,56.0,60.0,4.5,7.05,30.81,8.0,8.0,29.0,311.0,232.0,232.0,10.0,3.57,3.55,3.55,42.38,42.38,40.62,183.04,37.58,14.54,32.96,6.45,106.21,54.25,31.99,37.58,31.99,191.0,61.0,75.0,327.0,33.0,20.0,5.0,38.0,10.0,86.0,65.0,158.0,219.0,12.0,24.0,176.0,49.0,24.0,17.0,129.0,70.0,53.0,4.48,8.86,24.24,7.0,8.0,18.0,327.0,252.0,252.0,9.0,4.26,6.92,6.92,34.92,34.92,31.41
COL,2021,COL,COL,Team Level,all,82,0.53,0.53,0.52,298057.0,2740.33,275.81,192.65,621.27,89.04,1536.13,1105.08,265.22,278.55,267.86,2874.0,946.0,1339.0,5159.0,308.0,217.0,43.0,658.0,101.0,1104.0,1432.0,2566.0,3512.0,293.0,654.0,2316.0,1764.0,596.0,567.0,2833.0,700.0,287.0,84.68,84.74,106.38,111.0,94.0,103.0,5257.24,3820.0,3880.22,284.0,42.63,48.99,49.04,269.4,272.07,265.07,2522.74,244.16,178.23,578.9,84.64,1415.69,1007.36,230.29,242.27,228.45,2627.0,882.0,1084.0,4593.0,232.0,211.0,43.0,652.0,83.0,1020.0,1311.0,2395.0,3277.0,336.0,740.0,2583.0,1776.0,603.0,536.0,2561.0,697.0,251.0,70.68,85.32,88.17,77.0,73.0,82.0,4528.72,3509.0,3471.08,312.0,39.85,46.3,46.3,237.71,235.75,227.87
COL,2021,COL,COL,Team Level,5on5,82,0.53,0.53,0.52,237663.0,2098.73,173.79,139.92,499.06,68.06,1172.71,871.46,168.81,176.53,171.45,2215.0,710.0,1082.0,4007.0,198.0,161.0,31.0,524.0,70.0,826.0,1146.0,2017.0,2727.0,258.0,581.0,1747.0,1613.0,483.0,455.0,2259.0,511.0,155.0,67.54,61.7,44.55,89.0,71.0,38.0,4105.24,2925.0,2985.22,241.0,28.85,34.9,35.15,167.49,170.16,167.39,1950.93,157.07,128.31,468.76,64.41,1084.67,806.79,151.86,155.18,150.01,2038.0,672.0,863.0,3573.0,153.0,152.0,28.0,521.0,58.0,766.0,1060.0,1885.0,2557.0,290.0,648.0,1951.0,1628.0,506.0,446.0,2061.0,509.0,140.0,56.72,62.26,38.09,63.0,59.0,31.0,3508.72,2710.0,2672.08,271.0,26.54,30.44,30.51,153.1,151.13,148.79
COL,2021,COL,COL,Team Level,4on5,82,0.13,0.14,0.16,22085.0,65.38,6.51,3.62,8.57,1.83,20.39,45.08,6.49,6.51,6.49,79.0,7.0,10.0,96.0,6.0,0.0,0.0,9.0,2.0,14.0,55.0,73.0,80.0,8.0,16.0,176.0,84.0,50.0,27.0,61.0,18.0,7.0,2.19,2.59,1.73,3.0,1.0,2.0,96.0,86.0,86.0,26.0,0.83,0.0,0.0,7.34,7.34,7.32,330.16,43.68,32.02,68.63,11.78,204.48,104.41,40.73,43.68,40.73,333.0,132.0,131.0,596.0,42.0,36.0,10.0,86.0,14.0,151.0,136.0,291.0,423.0,20.0,40.0,230.0,27.0,15.0,45.0,314.0,101.0,50.0,8.07,11.96,23.65,6.0,6.0,30.0,596.0,465.0,465.0,7.0,8.29,8.46,8.39,43.58,43.58,41.58
COL,2021,COL,COL,Team Level,5on4,82,0.9,0.88,0.88,25545.0,406.34,53.15,36.98,83.28,13.39,257.41,132.8,49.71,53.15,49.71,406.0,171.0,168.0,745.0,59.0,42.0,11.0,89.0,17.0,200.0,170.0,347.0,518.0,19.0,41.0,227.0,30.0,23.0,60.0,397.0,115.0,65.0,10.45,13.4,29.3,11.0,14.0,34.0,745.0,577.0,577.0,7.0,9.39,10.54,10.34,52.19,52.19,49.74,58.59,5.83,3.37,8.56,2.0,20.33,41.91,5.72,5.83,5.72,65.0,17.0,15.0,97.0,4.0,3.0,0.0,7.0,1.0,17.0,50.0,61.0,78.0,14.0,28.0,226.0,72.0,58.0,28.0,57.0,17.0,8.0,1.4,2.24,2.18,1.0,0.0,3.0,97.0,82.0,82.0,25.0,0.77,0.48,0.48,6.12,6.12,6.09
BOS,2021,BOS,BOS,Team Level,other,82,0.52,0.48,0.48,13462.0,149.8,35.89,9.9,26.66,4.98,72.82,51.74,30.73,35.89,30.73,149.0,53.0,57.0,259.0,31.0,13.0,1.0,29.0,5.0,64.0,60.0,118.0,171.0,11.0,22.0,166.0,41.0,29.0,33.0,107.0,45.0,50.0,4.14,5.75,26.01,6.0,7.0,18.0,259.0,202.0,202.0,15.0,2.95,4.85,4.95,33.9,33.9,31.18,156.81,32.91,10.75,28.45,5.17,84.57,55.29,32.1,32.91,32.1,157.0,62.0,67.0,286.0,25.0,10.0,2.0,31.0,5.0,77.0,71.0,132.0,194.0,5.0,10.0,152.0,49.0,26.0,32.0,118.0,55.0,46.0,4.4,6.8,21.7,4.0,2.0,19.0,286.0,219.0,219.0,12.0,3.06,2.43,2.43,33.4,33.4,32.82
BOS,2021,BOS,BOS,Team Level,all,82,0.54,0.53,0.55,297577.0,2789.18,260.58,187.72,639.41,90.47,1537.59,1132.55,246.96,263.14,249.34,2963.0,933.0,1001.0,4897.0,253.0,203.0,50.0,756.0,93.0,1188.0,1403.0,2710.0,3643.0,336.0,743.0,2644.0,2205.0,529.0,680.0,2919.0,729.0,248.0,83.2,89.02,88.36,80.0,88.0,85.0,4959.79,3896.0,3940.32,311.0,41.28,46.38,46.5,252.16,254.16,246.59,2307.39,223.86,157.48,525.58,75.72,1291.71,948.75,215.38,223.33,214.88,2354.0,899.0,1018.0,4271.0,218.0,146.0,35.0,611.0,97.0,992.0,1189.0,2136.0,3035.0,302.0,674.0,2237.0,2193.0,655.0,782.0,2428.0,605.0,220.0,67.63,73.48,82.74,68.0,67.0,83.0,4234.91,3253.0,3233.96,369.0,35.01,36.84,36.88,219.89,219.15,214.58
BOS,2021,BOS,BOS,Team Level,5on5,82,0.57,0.55,0.56,238017.0,2208.2,178.47,141.64,527.55,71.24,1212.42,912.29,172.48,181.03,174.87,2371.0,710.0,784.0,3865.0,174.0,161.0,40.0,647.0,74.0,907.0,1118.0,2197.0,2907.0,286.0,643.0,2052.0,2025.0,437.0,557.0,2369.0,557.0,155.0,67.26,67.68,43.53,64.0,63.0,47.0,3927.79,3081.0,3125.32,266.0,29.22,35.33,35.36,169.86,171.86,169.11,1731.37,135.36,112.47,417.94,57.31,976.75,725.54,131.92,134.83,131.43,1756.0,689.0,781.0,3226.0,144.0,102.0,21.0,499.0,74.0,719.0,907.0,1612.0,2301.0,264.0,594.0,1710.0,2033.0,557.0,636.0,1908.0,433.0,104.0,53.42,53.02,28.93,56.0,54.0,34.0,3189.91,2445.0,2425.96,320.0,23.16,21.86,21.9,135.24,134.5,132.9
BOS,2021,BOS,BOS,Team Level,4on5,82,0.11,0.14,0.16,24207.0,64.23,5.72,3.3,8.99,1.99,21.37,47.64,5.6,5.72,5.6,71.0,18.0,10.0,99.0,4.0,5.0,2.0,10.0,2.0,16.0,52.0,67.0,85.0,14.0,28.0,185.0,103.0,60.0,30.0,67.0,17.0,5.0,2.13,2.33,1.26,1.0,1.0,2.0,99.0,89.0,89.0,23.0,0.75,0.8,0.8,5.67,5.67,5.63,335.46,47.37,29.91,68.38,10.77,203.66,107.43,43.28,47.37,43.28,348.0,127.0,159.0,634.0,43.0,32.0,11.0,70.0,14.0,175.0,141.0,305.0,432.0,14.0,28.0,223.0,37.0,24.0,84.0,328.0,87.0,60.0,7.94,10.24,29.19,7.0,11.0,25.0,634.0,475.0,475.0,10.0,7.79,12.18,12.18,42.46,42.46,40.12
BOS,2021,BOS,BOS,Team Level,5on4,82,0.83,0.84,0.82,21891.0,366.95,40.49,32.88,76.22,12.27,230.99,120.88,38.15,40.49,38.15,372.0,152.0,150.0,674.0,44.0,24.0,7.0,70.0,12.0,201.0,173.0,328.0,480.0,25.0,50.0,241.0,36.0,3.0,60.0,376.0,110.0,38.0,9.67,13.26,17.55,9.0,17.0,18.0,674.0,524.0,524.0,7.0,8.35,5.4,5.4,42.72,42.72,40.67,83.74,8.22,4.36,10.8,2.48,26.71,60.49,8.08,8.22,8.08,93.0,21.0,11.0,125.0,6.0,2.0,1.0,11.0,4.0,21.0,70.0,87.0,108.0,19.0,42.0,152.0,74.0,48.0,30.0,74.0,30.0,10.0,1.88,3.41,2.93,1.0,0.0,5.0,125.0,114.0,114.0,27.0,1.0,0.38,0.38,8.79,8.79,8.74
NYR,2021,NYR,NYR,Team Level,other,82,0.69,0.53,0.56,10604.0,157.96,39.44,10.96,27.93,5.19,79.33,54.14,35.33,39.44,35.33,164.0,53.0,48.0,265.0,35.0,17.0,3.0,26.0,8.0,64.0,67.0,129.0,182.0,6.0,12.0,116.0,37.0,29.0,28.0,106.0,53.0,58.0,4.05,6.44,28.96,7.0,8.0,20.0,265.0,217.0,217.0,11.0,3.13,5.92,5.92,36.66,36.66,34.12,121.46,17.58,9.14,22.44,4.05,68.8,45.98,16.76,17.58,16.76,123.0,45.0,65.0,233.0,16.0,6.0,2.0,12.0,7.0,58.0,69.0,107.0,152.0,8.0,16.0,113.0,23.0,29.0,24.0,102.0,44.0,22.0,4.11,5.23,8.25,4.0,4.0,8.0,233.0,168.0,168.0,7.0,2.54,1.77,1.77,18.35,18.35,17.74
NYR,2021,NYR,NYR,Team Level,all,82,0.51,0.48,0.48,298246.0,2362.28,239.47,164.25,533.23,76.94,1321.06,952.04,227.21,240.09,227.85,2392.0,895.0,986.0,4273.0,250.0,190.0,43.0,571.0,83.0,958.0,1235.0,2142.0,3037.0,283.0,625.0,2061.0,2094.0,627.0,743.0,2416.0,627.0,244.0,67.93,75.59,95.95,84.0,84.0,82.0,4295.15,3287.0,3300.77,374.0,36.24,46.96,46.96,228.74,229.5,221.92,2517.13,227.42,177.1,574.6,82.42,1418.08,1031.39,217.78,227.0,217.39,2529.0,982.0,1167.0,4678.0,204.0,209.0,36.0,494.0,77.0,1139.0,1388.0,2325.0,3307.0,267.0,595.0,2227.0,1780.0,593.0,718.0,2624.0,668.0,219.0,75.79,82.47,69.16,74.0,68.0,62.0,4667.24,3511.0,3502.08,340.0,38.69,42.03,42.11,224.01,223.53,218.15
